path,start_times,end_times
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_sit/background_noise_traffic/recording_4/outward_facing_mic.wav,"[1.18, 2.62, 8.56]","[1.595, 3.035, 8.975]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_sit/background_noise_traffic/recording_5/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_sit/background_noise_traffic/recording_6/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_sit/background_noise_traffic/recording_7/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_sit/background_noise_traffic/recording_8/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_sit/background_noise_traffic/recording_9/outward_facing_mic.wav,"[2.5, 2.66, 4.37, 4.54, 6.81, 6.97, 7.21, 7.37]","[2.66, 3.075, 4.54, 4.955, 6.97, 7.21, 7.37, 7.785]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_music/recording_0/outward_facing_mic.wav,"[7.43, 7.61, 7.84]","[7.61, 7.84, 8.254999999999999]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_music/recording_1/outward_facing_mic.wav,"[0.8, 1.0, 1.16, 1.32, 4.24, 6.72, 6.88, 8.97]","[1.0, 1.16, 1.32, 1.735, 4.655, 6.88, 7.295, 9.385]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_music/recording_10/outward_facing_mic.wav,"[0.53, 1.84, 2.01, 6.87, 7.41, 8.88, 9.12]","[0.9450000000000001, 2.01, 2.425, 7.285, 7.825, 9.12, 9.534999999999998]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_music/recording_11/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_music/recording_2/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_music/recording_3/outward_facing_mic.wav,"[0.23, 0.4, 0.59, 2.64, 2.88, 8.07]","[0.4, 0.59, 1.005, 2.88, 3.295, 8.485]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_music/recording_4/outward_facing_mic.wav,"[0.51, 0.73, 1.3, 3.11, 3.27, 5.75, 5.91, 6.39, 6.61, 8.27, 8.43, 8.61, 8.77]","[0.73, 1.145, 1.715, 3.27, 3.685, 5.91, 6.325, 6.61, 7.025, 8.43, 8.61, 8.77, 9.184999999999999]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_music/recording_5/outward_facing_mic.wav,"[1.06, 3.34, 5.82, 6.02, 8.24, 8.49]","[1.475, 3.755, 6.02, 6.435, 8.49, 8.905]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_music/recording_6/outward_facing_mic.wav,"[0.3, 0.48, 0.64, 0.85, 2.77, 2.96, 3.12, 4.53, 4.71, 4.87, 6.6, 6.76, 6.93, 7.09, 8.71, 8.96, 9.12, 9.31, 9.47]","[0.48, 0.64, 0.85, 1.265, 2.96, 3.12, 3.535, 4.71, 4.87, 5.285, 6.76, 6.93, 7.09, 7.505, 8.96, 9.12, 9.31, 9.47, 9.885]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_music/recording_7/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_music/recording_8/outward_facing_mic.wav,"[0.16, 0.32, 0.48, 0.64, 1.95, 2.11, 2.3, 2.46, 5.03, 5.25, 5.41, 6.58, 6.74, 6.9, 7.06, 8.54, 8.7]","[0.32, 0.48, 0.64, 1.055, 2.11, 2.3, 2.46, 2.875, 5.25, 5.41, 5.825, 6.74, 6.9, 7.06, 7.475, 8.7, 9.114999999999998]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_music/recording_9/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_nothing/recording_0/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_nothing/recording_1/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_nothing/recording_10/outward_facing_mic.wav,[3.3],[3.715]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_nothing/recording_11/outward_facing_mic.wav,"[0.34, 0.5, 0.67, 0.83, 2.41, 2.57, 2.75, 2.91, 5.06, 5.22, 5.4, 5.56, 7.48, 7.64, 7.8, 7.96, 9.68]","[0.5, 0.67, 0.83, 1.2449999999999999, 2.57, 2.75, 2.91, 3.325, 5.22, 5.4, 5.56, 5.975, 7.64, 7.8, 7.96, 8.375, 10.094999999999999]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_nothing/recording_2/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_nothing/recording_3/outward_facing_mic.wav,"[0.74, 0.94, 4.12, 4.34, 6.54, 6.73]","[0.94, 1.355, 4.34, 4.755, 6.73, 7.1450000000000005]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_nothing/recording_4/outward_facing_mic.wav,"[0.75, 0.94, 1.13, 2.82, 2.98, 3.17, 3.37, 5.1, 5.29, 5.46, 5.62, 7.07, 7.23, 7.39, 7.55, 7.78, 7.94, 9.36]","[0.94, 1.13, 1.545, 2.98, 3.17, 3.37, 3.785, 5.29, 5.46, 5.62, 6.035, 7.23, 7.39, 7.55, 7.78, 7.94, 8.355, 9.774999999999999]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_nothing/recording_5/outward_facing_mic.wav,"[0.61, 0.83, 2.63, 2.8, 2.96, 3.12, 4.57, 4.73, 4.89, 5.05, 6.53, 6.74, 6.9, 8.38, 8.54, 8.7, 8.86, 10.37, 10.63]","[0.83, 1.2449999999999999, 2.8, 2.96, 3.12, 3.535, 4.73, 4.89, 5.05, 5.465, 6.74, 6.9, 7.315, 8.54, 8.7, 8.86, 9.274999999999999, 10.63, 11.045]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_nothing/recording_6/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_nothing/recording_7/outward_facing_mic.wav,"[0.58, 2.78, 5.48, 7.47, 8.1]","[0.9949999999999999, 3.195, 5.8950000000000005, 7.885, 8.514999999999999]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_nothing/recording_8/outward_facing_mic.wav,"[4.51, 4.69, 4.85, 6.44]","[4.69, 4.85, 5.265, 6.855]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_nothing/recording_9/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_someone_else_cough/recording_0/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_someone_else_cough/recording_1/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_someone_else_cough/recording_10/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_someone_else_cough/recording_11/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_someone_else_cough/recording_2/outward_facing_mic.wav,"[3.19, 3.56]","[3.56, 3.975]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_someone_else_cough/recording_3/outward_facing_mic.wav,"[3.47, 3.67, 3.86, 4.03, 8.29, 8.48]","[3.67, 3.86, 4.03, 4.445, 8.48, 8.895]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_someone_else_cough/recording_4/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_someone_else_cough/recording_5/outward_facing_mic.wav,"[0.28, 0.5, 2.15, 2.31, 2.47, 4.59, 4.75, 4.91, 5.07, 5.23, 7.0, 7.16, 7.32, 7.48]","[0.5, 0.915, 2.31, 2.47, 2.8850000000000002, 4.75, 4.91, 5.07, 5.23, 5.6450000000000005, 7.16, 7.32, 7.48, 7.8950000000000005]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_someone_else_cough/recording_6/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_someone_else_cough/recording_7/outward_facing_mic.wav,"[0.47, 0.71, 0.87, 2.15, 2.31, 2.54, 2.7, 2.86, 3.02, 4.25, 4.41, 4.57, 4.73, 6.5, 6.66, 6.84, 7.0, 7.16, 7.32, 8.73, 8.94, 9.1]","[0.71, 0.87, 1.285, 2.31, 2.54, 2.7, 2.86, 3.02, 3.435, 4.41, 4.57, 4.73, 5.1450000000000005, 6.66, 6.84, 7.0, 7.16, 7.32, 7.735, 8.94, 9.1, 9.514999999999999]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_someone_else_cough/recording_8/outward_facing_mic.wav,"[0.73, 0.89, 1.05, 1.21, 1.38, 1.55, 2.84, 4.51, 4.67, 6.64, 6.8, 6.96, 7.12, 7.28, 7.44, 9.1, 9.26]","[0.89, 1.05, 1.21, 1.38, 1.55, 1.965, 3.255, 4.67, 5.085, 6.8, 6.96, 7.12, 7.28, 7.44, 7.855, 9.26, 9.674999999999999]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_someone_else_cough/recording_9/outward_facing_mic.wav,"[5.72, 7.81]","[6.135, 8.225]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_traffic/recording_0/outward_facing_mic.wav,"[0.53, 0.69, 3.04, 5.38, 5.54, 5.7, 5.86, 6.02]","[0.69, 1.105, 3.455, 5.54, 5.7, 5.86, 6.02, 6.435]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_traffic/recording_1/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_traffic/recording_10/outward_facing_mic.wav,"[3.72, 3.92, 5.94, 6.11, 6.27, 6.47]","[3.92, 4.335, 6.11, 6.27, 6.47, 6.885]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_traffic/recording_11/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_traffic/recording_2/outward_facing_mic.wav,"[3.34, 5.95, 6.11]","[3.755, 6.11, 6.525]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_traffic/recording_3/outward_facing_mic.wav,"[3.75, 3.95]","[3.95, 4.365]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_traffic/recording_4/outward_facing_mic.wav,"[0.61, 0.77, 2.93, 3.09, 3.28, 3.44, 5.06, 5.22, 5.42, 5.58, 5.8, 5.96, 7.24, 7.44, 7.6]","[0.77, 1.185, 3.09, 3.28, 3.44, 3.855, 5.22, 5.42, 5.58, 5.8, 5.96, 6.375, 7.44, 7.6, 8.014999999999999]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_traffic/recording_5/outward_facing_mic.wav,"[1.02, 3.19, 3.39, 5.62, 7.73, 8.02, 8.22, 8.39, 8.55]","[1.435, 3.39, 3.805, 6.035, 8.02, 8.22, 8.39, 8.55, 8.965]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_traffic/recording_6/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_traffic/recording_7/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_traffic/recording_8/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/20724/mov_walk/background_noise_traffic/recording_9/outward_facing_mic.wav,"[0.4, 0.56, 0.72, 0.88, 1.04, 1.2, 1.36, 2.89, 3.05, 3.26, 3.42, 3.74, 3.91, 5.45, 5.81, 6.02, 6.39]","[0.56, 0.72, 0.88, 1.04, 1.2, 1.36, 1.7750000000000001, 3.05, 3.26, 3.42, 3.74, 3.91, 4.325, 5.81, 6.02, 6.39, 6.805]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_music/recording_0/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_music/recording_1/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_music/recording_10/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_music/recording_11/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_music/recording_2/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_music/recording_3/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_music/recording_4/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_music/recording_5/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_music/recording_6/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_music/recording_7/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_music/recording_8/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_music/recording_9/outward_facing_mic.wav,"[1.79, 1.98, 6.01, 7.07]","[1.98, 2.395, 6.425, 7.485]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_nothing/recording_0/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_nothing/recording_1/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_nothing/recording_11/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_nothing/recording_2/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_nothing/recording_3/outward_facing_mic.wav,"[0.56, 1.57, 4.65]","[0.9750000000000001, 1.985, 5.065]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_nothing/recording_5/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_nothing/recording_6/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_nothing/recording_8/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_nothing/recording_9/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_someone_else_cough/recording_0/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_someone_else_cough/recording_1/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_someone_else_cough/recording_10/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_someone_else_cough/recording_11/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_someone_else_cough/recording_2/outward_facing_mic.wav,"[0.73, 5.89, 6.92]","[1.145, 6.305, 7.335]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_someone_else_cough/recording_3/outward_facing_mic.wav,[],[]
